user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
EHA05667_bin.24	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp026169535	GCA_026169535.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp026169535	98.02	0.805	GCA_026169535.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp026169535	98.02	0.805	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900551465.1, s__Blautia_A sp900551465, 95.0, 94.06, 0.759; GCA_900553515.1, s__Blautia_A sp900553515, 95.0, 90.84, 0.702; GCA_021771755.1, s__Blautia_A sp021771755, 95.0, 87.43, 0.633; GCF_900541985.1, s__Blautia_A sp900541985, 95.0, 86.87, 0.473; GCF_024622975.1, s__Blautia_A caecimuris, 95.0, 81.39, 0.2; GCF_028767025.1, s__Blautia_A sp028767025, 95.0, 81.14, 0.196; GCF_937880195.1, s__Blautia_A sp937880195, 95.0, 81.02, 0.201	84.83	11	N/A	N/A
EHA05667_bin.34	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__Phascolarctobacterium_A sp900552855	GCA_900552855.1	95.0	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__Phascolarctobacterium_A sp900552855	97.37	0.85	GCA_900552855.1	95.0	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__Phascolarctobacterium_A sp900552855	97.37	0.85	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900547415.1, s__Phascolarctobacterium_A sp900547415, 95.0, 84.43, 0.394	94.98	11	N/A	N/A
EHA05667_bin.35	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Mycoplasmatales;f__UBA3375;g__UBA3375;s__	N/A	N/A	N/A	N/A	N/A	GCA_900551955.1	95.0	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Mycoplasmatales;f__UBA3375;g__UBA3375;s__UBA3375 sp900551955	90.63	0.731	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Mycoplasmatales;f__UBA3375;g__UBA3375;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	81.53	11	0.98795	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
EHA05667_bin.56	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp902364775	GCF_902364775.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp902364775	95.09	0.703	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have incongruent species assignments	GCF_902364775.1, s__Collinsella sp902364775, 95.0, 95.09, 0.703; GCF_000156175.1, s__Collinsella intestinalis, 95.0, 94.62, 0.7; GCA_900551665.1, s__Collinsella sp900551665, 95.0, 94.5, 0.639; GCA_029264355.1, s__Collinsella sp029264355, 95.0, 89.85, 0.513; GCA_958443615.1, s__Collinsella sp958443615, 95.0, 89.61, 0.414; GCA_020025115.1, s__Collinsella sp020025115, 95.0, 88.95, 0.468; GCA_902470815.1, s__Collinsella sp902470815, 95.0, 86.99, 0.261; GCF_020735465.1, s__Collinsella stercoris, 95.0, 85.62, 0.186; GCA_900540845.1, s__Collinsella sp900540845, 95.0, 85.45, 0.206; GCF_003479805.1, s__Collinsella sp003479805, 95.0, 84.7, 0.166	65.1	11	N/A	N/A
EHA05670_bin.20	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_900104635.1, s__Faecalimonas phoceensis, 95.0, 83.47, 0.368; GCA_029983955.1, s__Faecalimonas sp029983955, 95.0, 82.96, 0.303	90.07	11	0.97798	N/A
EHA05670_bin.22	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola sp029257865	GCA_029257865.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola sp029257865	96.65	0.769	GCA_029257865.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola sp029257865	96.65	0.769	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	91.42	11	N/A	N/A
EHA05670_bin.3	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	GCF_003697165.2	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	96.92	0.818	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have incongruent species assignments	GCF_003697165.2, s__Escherichia coli, 95.0, 96.92, 0.818; GCF_000194175.1, s__Escherichia coli_F, 95.0, 96.13, 0.865; GCF_002965065.1, s__Escherichia sp002965065, 95.0, 94.55, 0.708; GCF_004211955.1, s__Escherichia sp004211955, 95.0, 93.25, 0.765; GCF_029876145.1, s__Escherichia ruysiae, 95.0, 92.78, 0.808; GCF_011881725.1, s__Escherichia coli_E, 95.0, 92.49, 0.811; GCF_005843885.1, s__Escherichia sp005843885, 95.0, 92.35, 0.746; GCF_014836715.1, s__Escherichia whittamii, 95.0, 91.57, 0.802; GCF_000026225.1, s__Escherichia fergusonii, 95.0, 91.45, 0.575; GCF_002900365.1, s__Escherichia marmotae, 95.0, 90.77, 0.706; GCF_000759775.1, s__Escherichia albertii, 95.0, 90.39, 0.688	98.47	11	N/A	N/A
EHA05670_bin.45	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Brotaphodocola;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Brotaphodocola;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_900538475.1, s__Brotaphodocola sp900538475, 95.0, 80.63, 0.158	92.33	11	0.97665	N/A
ERR1913344_bin_19	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella intestinalis	GCF_000156175.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella intestinalis	97.59	0.73	GCF_000156175.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella intestinalis	97.59	0.73	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_902364775.1, s__Collinsella sp902364775, 95.0, 94.84, 0.671; GCA_900551665.1, s__Collinsella sp900551665, 95.0, 93.68, 0.589; GCA_902470815.1, s__Collinsella sp902470815, 95.0, 89.54, 0.348; GCA_029264355.1, s__Collinsella sp029264355, 95.0, 89.1, 0.497; GCA_958443615.1, s__Collinsella sp958443615, 95.0, 88.93, 0.407; GCA_020025115.1, s__Collinsella sp020025115, 95.0, 88.36, 0.447; GCF_003479805.1, s__Collinsella sp003479805, 95.0, 85.9, 0.165; GCA_900540845.1, s__Collinsella sp900540845, 95.0, 85.04, 0.175; GCF_020735465.1, s__Collinsella stercoris, 95.0, 84.35, 0.166	48.54	11	N/A	N/A
ERR1913344_bin_61637	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900541465	GCA_900541465.1	95.0	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900541465	95.01	0.778	GCA_900541465.1	95.0	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900541465	95.01	0.778	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_019416805.1, s__Fusobacterium_B sp019416805, 95.0, 94.34, 0.746; GCF_021531595.1, s__Fusobacterium_B sp900554355, 95.0, 87.7, 0.469; GCA_020024855.1, s__Fusobacterium_B sp020024855, 95.0, 85.33, 0.257; GCA_900542625.1, s__Fusobacterium_B sp900542625, 95.0, 84.88, 0.278; GCA_019416865.1, s__Fusobacterium_B sp019416865, 95.0, 84.51, 0.261; GCA_900545035.1, s__Fusobacterium_B sp900545035, 95.0, 83.92, 0.185	85.84	11	N/A	N/A
ERR1913440_bin_23529	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella intestinalis	GCF_000156175.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella intestinalis	97.66	0.882	GCF_000156175.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella intestinalis	97.66	0.882	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_902364775.1, s__Collinsella sp902364775, 95.0, 95.01, 0.819; GCA_900551665.1, s__Collinsella sp900551665, 95.0, 94.1, 0.721; GCA_958443615.1, s__Collinsella sp958443615, 95.0, 89.61, 0.505; GCA_029264355.1, s__Collinsella sp029264355, 95.0, 89.29, 0.589; GCA_020025115.1, s__Collinsella sp020025115, 95.0, 89.03, 0.518; GCA_902470815.1, s__Collinsella sp902470815, 95.0, 86.84, 0.308; GCA_900540845.1, s__Collinsella sp900540845, 95.0, 85.41, 0.239; GCF_003479805.1, s__Collinsella sp003479805, 95.0, 85.26, 0.221; GCF_020735465.1, s__Collinsella stercoris, 95.0, 85.0, 0.229; GCA_030525945.1, s__Collinsella sp030525945, 95.0, 83.56, 0.178	87.51	11	N/A	N/A
ERR1913440_bin_32941	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900541465	GCA_900541465.1	95.0	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900541465	97.15	0.754	GCA_900541465.1	95.0	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900541465	97.15	0.754	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_019416805.1, s__Fusobacterium_B sp019416805, 95.0, 94.96, 0.667; GCF_021531595.1, s__Fusobacterium_B sp900554355, 95.0, 88.08, 0.366; GCA_020024855.1, s__Fusobacterium_B sp020024855, 95.0, 86.76, 0.177; GCA_019416865.1, s__Fusobacterium_B sp019416865, 95.0, 86.35, 0.201; GCA_900542625.1, s__Fusobacterium_B sp900542625, 95.0, 85.71, 0.184	54.24	11	N/A	Genome has more than 30.0% of markers with multiple hits
ERR1913440_bin_5672	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900554885	GCF_021531475.1	95.0	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900554885	97.27	0.824	GCF_021531475.1	95.0	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900554885	97.27	0.824	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_029258315.1, s__Fusobacterium_B sp029258315, 95.0, 85.06, 0.308; GCF_000622245.1, s__Fusobacterium_B perfoetens, 95.0, 83.43, 0.22; GCF_012843705.1, s__Fusobacterium_B sp012843705, 95.0, 83.21, 0.206	63.87	11	N/A	N/A
ERR1913488_bin_30184	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella intestinalis	GCF_000156175.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella intestinalis	97.59	0.863	GCF_000156175.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella intestinalis	97.59	0.863	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_902364775.1, s__Collinsella sp902364775, 95.0, 94.95, 0.786; GCA_900551665.1, s__Collinsella sp900551665, 95.0, 94.16, 0.695; GCA_029264355.1, s__Collinsella sp029264355, 95.0, 89.33, 0.579; GCA_958443615.1, s__Collinsella sp958443615, 95.0, 88.92, 0.489; GCA_020025115.1, s__Collinsella sp020025115, 95.0, 88.42, 0.471; GCA_902470815.1, s__Collinsella sp902470815, 95.0, 86.65, 0.289; GCF_003479805.1, s__Collinsella sp003479805, 95.0, 85.45, 0.219; GCF_020735465.1, s__Collinsella stercoris, 95.0, 84.63, 0.207; GCA_030525945.1, s__Collinsella sp030525945, 95.0, 84.47, 0.156; GCA_900540845.1, s__Collinsella sp900540845, 95.0, 84.43, 0.201	67.33	11	N/A	N/A
ERR1913488_bin_31881	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900541465	GCA_900541465.1	95.0	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900541465	95.54	0.785	GCA_900541465.1	95.0	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900541465	95.54	0.785	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_019416805.1, s__Fusobacterium_B sp019416805, 95.0, 94.28, 0.709; GCF_021531595.1, s__Fusobacterium_B sp900554355, 95.0, 86.63, 0.447; GCA_020024855.1, s__Fusobacterium_B sp020024855, 95.0, 84.32, 0.239; GCA_019416865.1, s__Fusobacterium_B sp019416865, 95.0, 84.0, 0.268; GCA_900545035.1, s__Fusobacterium_B sp900545035, 95.0, 83.54, 0.213; GCA_900542625.1, s__Fusobacterium_B sp900542625, 95.0, 83.28, 0.268	74.46	11	N/A	Genome has more than 10.0% of markers with multiple hits
ERR1913488_bin_60799	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900554885	GCF_021531475.1	95.0	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900554885	97.26	0.852	GCF_021531475.1	95.0	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900554885	97.26	0.852	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_029258315.1, s__Fusobacterium_B sp029258315, 95.0, 84.47, 0.353; GCF_000622245.1, s__Fusobacterium_B perfoetens, 95.0, 82.27, 0.251; GCF_012843705.1, s__Fusobacterium_B sp012843705, 95.0, 82.23, 0.264	84.47	11	N/A	N/A
ERR1913488_bin_64975	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_A;s__Fusobacterium_A varium_C	GCA_021531615.1	95.0	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_A;s__Fusobacterium_A varium_C	96.84	0.772	GCA_021531615.1	95.0	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_A;s__Fusobacterium_A varium_C	96.84	0.772	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_900543175.1, s__Fusobacterium_A sp900543175, 95.69, 95.94, 0.708; GCF_905200055.1, s__Fusobacterium_A sp900555845, 95.0, 94.75, 0.702; GCA_030527385.1, s__Fusobacterium_A sp030527385, 95.0, 88.19, 0.479	86.73	11	N/A	N/A
ERR1913584_bin_33881	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp902470815	GCA_902470815.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp902470815	97.32	0.797	GCA_902470815.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp902470815	97.32	0.797	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_958443615.1, s__Collinsella sp958443615, 95.0, 85.68, 0.312; GCF_000156175.1, s__Collinsella intestinalis, 95.0, 85.59, 0.309; GCA_900551665.1, s__Collinsella sp900551665, 95.0, 85.36, 0.28; GCF_902364775.1, s__Collinsella sp902364775, 95.0, 85.29, 0.3; GCA_020025115.1, s__Collinsella sp020025115, 95.0, 84.57, 0.211; GCF_020735465.1, s__Collinsella stercoris, 95.0, 84.27, 0.252; GCF_003479805.1, s__Collinsella sp003479805, 95.0, 84.26, 0.242; GCA_029264355.1, s__Collinsella sp029264355, 95.0, 83.78, 0.274; GCA_900540845.1, s__Collinsella sp900540845, 95.0, 83.65, 0.244; GCA_030525945.1, s__Collinsella sp030525945, 95.0, 82.14, 0.175	60.95	11	N/A	N/A
ERR1913584_bin_61394	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__Sutterella sp937943605	GCA_937943605.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__Sutterella sp937943605	96.12	0.824	GCA_937943605.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__Sutterella sp937943605	96.12	0.824	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_020025915.1, s__Sutterella sp020025915, 95.0, 93.72, 0.718; GCA_905186105.1, s__Sutterella sp905186105, 95.0, 87.04, 0.484	77.34	11	N/A	N/A
ERR1913680_bin_30245	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900541465	GCA_900541465.1	95.0	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900541465	96.03	0.671	GCA_900541465.1	95.0	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900541465	96.03	0.671	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_019416805.1, s__Fusobacterium_B sp019416805, 95.0, 94.84, 0.75; GCF_021531595.1, s__Fusobacterium_B sp900554355, 95.0, 88.64, 0.45; GCA_019416865.1, s__Fusobacterium_B sp019416865, 95.0, 86.54, 0.209; GCA_900542625.1, s__Fusobacterium_B sp900542625, 95.0, 86.42, 0.243; GCA_020024855.1, s__Fusobacterium_B sp020024855, 95.0, 86.27, 0.257; GCA_900545035.1, s__Fusobacterium_B sp900545035, 95.0, 85.45, 0.169	69.61	11	N/A	N/A
ERR1913680_bin_31518	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_C;s__Helicobacter_C magdeburgensis	GCF_000765825.2	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_C;s__Helicobacter_C magdeburgensis	97.22	0.841	GCF_000765825.2	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_C;s__Helicobacter_C magdeburgensis	97.22	0.841	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_C;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000155475.1, s__Helicobacter_C cinaedi, 95.0, 95.76, 0.818; GCF_003670275.1, s__Helicobacter_C labetoulli, 95.0, 90.27, 0.649	82.38	11	N/A	N/A
